quadgram	frequency
in spite of sorrow	2
gods are angry with	2
is the work of	2
bound on his sandals	2
the trojans would have	2
and said to telemachus	2
sitting over their wine	2
mightiest of all mankind	2
should dock his sleep	2
of the bow and	2
and said to eumaeus	2
by my sturdy thigh	2
when he comes back	2
herself to the suitors	2
his escort inasmuch as	2
through his belt into	2
she stepped into her	2
made the hair grow	2
the richest city in	2
we reach achaean argos	2
the whole plain was	2
who marries her have	2
he dared not stay	2
the child of his	2
among the achaeans and	2
achilles in his turn	2
straight in the face	2
it in the course	2
with those of patroclus	2
such divine comeliness that	2
he heard this the	2
for he was now	2
raise his winds and	2
their hands to the	2
a meadow full of	2
they felt sure that	2
ship went round and	2
he had had no	2
proserpine to consult the	2
what i will do	2
suffered for the sake	2
rose and dressed himself	2
the chest with a	2
like honour with myself	2
through the watches of	2
to their own land	2
for he feared that	2
in the islands that	2
at the son of	2
lying tale and said	2
out of the deep	2
them that can labour	2
she came close up	2
so eager was he	2
with friends around him	2
my skill in needlework	2
good quality under heaven	2
forward nothing loth midway	2
days i gave to	2
and all she has	2
bids you get the	2
perishing and coming to	2
flew over the course	2
both gods and men	2
so that none might	2
know what will happen	2
and the sons of	2
hides thick about his	2
hands and feet are	2
me as a slave	2
front of the ship	2
no man with any	2
twelve brave sons of	2
we sacked the city	2
young men stood near	2
then jove said to	2
having killed his father	2
in towards the ships	2
where he is and	2
him who has slain	2
but when agamemnon is	2
whether she would or	2
in close combat with	2
sword and killed him	2
then go about among	2
fall in my father	2
peg on which it	2
knew what she was	2
the bird of omen	2
voice of the son	2
but she would not	2
down in curls like	2
patroclus of his armour	2
before long will do	2
to her own room	2
in vain from the	2
as a skilful workman	2
spirited him away we	2
or did your enemies	2
is killing me by	2
be ashamed of yourselves	2
took me by the	2
heaven bellowed as they	2
even though you had	2
menestheus son of peteos	2
with his hands and	2
called the men together	2
the trojans and allies	2
with all honourable courtesy	2
war with the achaeans	2
me his solemn promise	2
got there he went	2
people at the ships	2
you shall have your	2
they then laid their	2
a stranger should be	2
i ought not to	2
he were his own	2
he should escape death	2
took his seat facing	2
you as much as	2
dug a trench deep	2
you thus foretell my	2
arrow on the string	2
and suffer not the	2
first went up to	2
as for the sheep	2
could throw our arms	2
comrades now that patroclus	2
but when he was	2
will entreat a suppliant	2
brandishing his two spears	2
jut into the sea	2
knew him at once	2
there he lay in	2
then he sat down	2
and the swineherd came	2
one another as they	2
and to the hellespont	2
poured it over his	2
hard by the ship	2
encircling neptune heard this	2
i am oppressed with	2
the welfare of his	2
for he is very	2
will tell you of	2
and through sheer exhaustion	2
struck with awe as	2
be wise after the	2
went down and darkness	2
by the line of	2
is the will of	2
broke the plate of	2
press me to stay	2
they feared the rebuke	2
he came up to	2
to heal the wounds	2
son of tydeus came	2
on board and set	2
the proud son of	2
great fear of mind	2
his sons and sons	2
while i put on	2
out upon the plain	2
or hospitable and humane	2
bow and shoot through	2
i know what i	2
shaft of the spear	2
striving with might and	2
we other gods must	2
the way from the	2
forthwith uprose great ajax	2
noose about his body	2
your enemies make an	2
as it might be	2
and took care of	2
upon the shore of	2
him towards the city	2
wo nt to take	2
she took her stand	2
there is nothing like	2
but in the end	2
what manner of ship	2
dare break even into	2
the sight of the	2
the sun they feasted	2
the two were now	2
who would now fight	2
if you want to	2
open of their own	2
whose doom has long	2
he is full grown	2
i beseech you have	2
feel their breath upon	2
them out of the	2
make the suitors try	2
other of the danaans	2
had been given him	2
and then led the	2
for the old man	2
spoke he sprang from	2
went to the tent	2
to see if i	2
the sheep on board	2
the crowd as though	2
well wrought with a	2
them off with his	2
therefore i am suppliant	2
a cup of rare	2
filled the achaeans with	2
she would unpick the	2
of sheep or heifer	2
not lose sight of	2
tell us all about	2
rushed towards him and	2
paying court to my	2
the sea quaked as	2
fell from his hand	2
a fleece upon it	2
adamas son of asius	2
man to avenge you	2
toil and sorrow that	2
to be in the	2
when he went to	2
the tyres of the	2
spear struck him in	2
his limbs could take	2
diana of the golden	2
did you let him	2
are neglecting to keep	2
man as you are	2
rout of the achaeans	2
of your ship and	2
achilles sprang to his	2
elis where the epeans	2
behind him as the	2
the island of lemnos	2
wherever he wants to	2
will be here directly	2
the rest alive to	2
of atreus drew his	2
i take it that	2
till we reach the	2
a flock of daws	2
why should you be	2
for i have seen	2
you have told us	2
vanquished by the trojans	2
and i with them	2
that i did not	2
him and the point	2
would turn to his	2
either by spear or	2
see no way out	2
them there came thirty	2
take the best man	2
right in front of	2
wall of the courtyard	2
his lust of battle	2
he lives to look	2
two of my company	2
died in a far	2
man under the yoke	2
them as they were	2
as close behind him	2
were to return and	2
he made a sign	2
as he looked upon	2
i have not killed	2
as when some mighty	2
beauty with the down	2
flow down in curls	2
words are not to	2
in some grassy dell	2
come down to the	2
pride and insolence reach	2
now so long as	2
with meat and drink	2
to my own home	2
of his armour and	2
sad comfort in the	2
in being allowed to	2
sat in the midst	2
the fishes of the	2
was a long way	2
all of a mind	2
rivers and meadows of	2
drove them from the	2
are in great straits	2
and fastens on a	2
comes back to his	2
i can not do	2
for you shall take	2
throw our arms around	2
and spear with spear	2
came after them with	2
off the open country	2
killed at the ships	2
havoc of my estate	2
from the house in	2
mix some wine and	2
grief on his account	2
as she had said	2
in the forefront of	2
can lay hands on	2
had not phoebus apollo	2
fight the trojans in	2
on this he took	2
there is no more	2
and looked upon his	2
tell you the real	2
have spoken in good	2
the people came out	2
you may yourself escape	2
for he is an	2
me when i am	2
had set and darkness	2
into the lower part	2
time when men loose	2
battle to come hither	2
lit a fire in	2
for both of you	2
in the back as	2
a spear on the	2
to help me home	2
as they sped over	2
two of her handmaids	2
not be long delayed	2
wondering back into the	2
i understand and heed	2
the house of your	2
a loud cry he	2
stern of the ship	2
who is his own	2
prevented them from ever	2
is all over now	2
been indeed better if	2
the arms of the	2
wine and hand it	2
stern of the vessel	2
hands in prayer to	2
catch hold of the	2
wounded her in the	2
me and given me	2
fight even with father	2
him at once and	2
he took her hand	2
no longer what it	2
you have spoken wisely	2
i was yet alive	2
and most precious piece	2
pyre with good things	2
that he could neither	2
the trojans have trampled	2
with those that were	2
that you were still	2
awe as they beheld	2
that he has fallen	2
arete told her maids	2
me off into a	2
him on the extreme	2
orders each to his	2
were astounded when they	2
cowards would usurp a	2
on board ship and	2
whose lot it is	2
was among the trojans	2
the two goddesses then	2
the trojans to the	2
how things are going	2
will meet you and	2
the city of noble	2
nor what he wanted	2
who it was that	2
for there was abundance	2
the other end of	2
robbed it of its	2
the back midway between	2
are afraid jove may	2
take no hold upon	2
about the fate of	2
on this she led	2
the knees of the	2
so long as they	2
did so to the	2
a sign that he	2
whom he had carried	2
strode in full armour	2
struck him from behind	2
the tomb of old	2
he will entreat a	2
curetes and the aetolians	2
soon carried to the	2
face as dark as	2
my own if any	2
seven tripods that have	2
of the meat up	2
of him whom noble	2
rejoiced to see him	2
and waves against you	2
and much the foremost	2
things in this way	2
horses of tros can	2
and on his head	2
antilochus sprang upon him	2
in all your troubles	2
of them there always	2
a goat skin full	2
some excuse when the	2
that you are no	2
his seat facing ulysses	2
when i saw him	2
the sight of all	2
you will find a	2
at one another and	2
noble achilles has slain	2
do not see how	2
fraught with the death	2
do not face me	2
grieved at the loss	2
over as though he	2
sin against the word	2
of the wives and	2
but there was no	2
supported the roof of	2
i come to the	2
but the king said	2
and the foam hissed	2
took him towards the	2
juno could not contain	2
his power is above	2
down from his chariot	2
if you were to	2
not one of us	2
so that the bones	2
eager was he to	2
gave great wealth to	2
chariot and his horses	2
to the rim of	2
broke the battalions of	2
see that he was	2
when we got to	2
yet come to the	2
and when the trojans	2
flew up into the	2
for they were themselves	2
as to what they	2
that we may offer	2
agamemnon heading his men	2
why should you ask	2
trouble in his house	2
they did not know	2
with the arrow standing	2
the help of minerva	2
is now come for	2
nothing in this world	2
the argives set sail	2
know what to think	2
had compassion upon him	2
family for ten generations	2
sprang in full armour	2
he will take heed	2
he comes back to	2
were all of them	2
phalanxes of the trojans	2
in this self same	2
the fat of their	2
the will of heaven	2
tents of the achaeans	2
to free his daughter	2
then jove let fly	2
favour of the trojans	2
flock of daws or	2
began to upbraid him	2
are you flying to	2
rose and said among	2
took his spear in	2
then sat down upon	2
went against the door	2
the people among whom	2
slices cut lengthways down	2
send his arrow through	2
meat and drink in	2
who he might be	2
him in the shoulder	2
deemed that they should	2
so that it was	2
and gave victory to	2
